,Country Name,Country Code,Year,Birth Rate,Population_male,Population_female,Population_total,Median_age,Human Development Index,PM2.5_pollution,Urban population rate,Female_employment_rate,GDP per Capita,female_population_rate_15to44,Continent Name
193,Gabon,GAB,2001,33.279,650791,655799,1306590,18.3,0.641,,79.633,30.66,3844.56134920847,43.035518504907735,Africa
194,United Kingdom,GBR,2001,11.3,28822894,30296779,59119673,36.8,0.868,,78.751,51.864,27906.5695029641,40.73462006539332,Europe
195,Georgia,GEO,2001,11.77,1865663,2148711,4014373,32.6,0.706,,52.398,52.031,801.98383707929,43.580933053005104,Asia
196,Ghana,GHA,2001,35.635,10028005,10167572,20195577,17.4,0.505,,44.601,65.128,263.170141384943,45.67635447658271,Africa
197,Guinea,GIN,2001,41.003,4150573,4295144,8445717,16.1,0.352,,31.144,60.524,335.014292883194,40.45259018091128,Africa
198,Equatorial Guinea,GNQ,2001,40.704,364688,354582,719270,17.7,0.522,,50.832,45.889,2031.41938636331,42.102673006525976,Africa
199,Greece,GRC,2001,9.4,5411473,5450658,10862132,37.6,0.82,,72.913,33.449,12549.036894906,43.35117210715072,Europe
200,Guatemala,GTM,2001,34.143,5898649,5972917,11871565,16.9,0.556,,45.668,40.081,1550.36174652973,43.35110870505533,North America
201,Guyana,GUY,2001,25.149,379218,380591,759809,21.3,0.584,,28.606,29.649,937.29799220975,47.29296371568993,South America
202,Honduras,HND,2001,32.986,3456257,3381604,6837861,17.3,0.559,,45.964,41.174,1118.94089428633,45.104431934603845,North America
203,Croatia,HRV,2001,9.2,2061946,2237696,4299642,38.1,0.769,,53.642,36.238,5364.01024143422,39.9006048637234,Europe
204,Haiti,HTI,2001,30.994,4226169,4285558,8511728,18.4,0.472,,37.251,50.824,743.911273104184,44.16665227725301,North America
205,Hungary,HUN,2001,9.5,4844925,5342651,10187576,37.6,0.782,,64.67,38.988,5276.03318905496,39.58422734393303,Europe
206,Indonesia,IDN,2001,21.548,109210886,107901551,217112437,24.0,0.604,,42.783,46.235,739.003946535355,49.74105284177055,Asia
207,India,IND,2001,26.728,558291332,520679574,1078970907,21.7,0.496,,27.918,27.961,449.911124933268,46.57939890054209,Asia
208,Ireland,IRL,2001,15.0,1921225,1945018,3866243,31.7,0.855,,59.399,48.475,28282.409882073,45.88496753605764,Europe
209,Iraq,IRQ,2001,35.618,12649980,12775683,25425663,17.1,0.596,,68.55,9.238,1422.83133890376,43.69516853600578,Asia
210,Iceland,ISL,2001,14.4,142645,142323,284968,32.1,0.879,,92.532,71.086,28897.4439396908,44.25078180663141,Europe
211,Israel,ISR,2001,21.2,3174306,3264694,6439000,26.9,0.848,,91.267,47.271,20909.430361637,43.27561817569008,Asia
212,Italy,ITA,2001,9.4,27563815,29410285,56974100,39.6,0.849,,67.282,31.506,20500.9543995672,40.39009526829063,Europe
213,Jamaica,JAM,2001,18.808,1300463,1324943,2625405,22.3,0.673,,52.053,52.16,3502.21311800396,48.73739803802804,North America
214,Jordan,JOR,2001,29.153,2675503,2487807,5163310,18.7,0.685,,78.283,9.053,1738.38383765832,46.51155686281992,Asia
215,Japan,JPN,2001,9.3,62241801,64907199,127149000,41.1,0.88,,79.99,46.771,34406.1824638092,37.82002541536773,Asia
216,Kazakhstan,KAZ,2001,14.91,7069936,7788399,14858335,26.9,0.695,,56.171,57.405,1490.92675457119,47.02696595548121,Asia
217,Kenya,KEN,2001,39.983,15769661,16030683,31800343,15.8,0.485,,20.239,68.207,408.36060874809,44.99232955303053,Africa
218,Cambodia,KHM,2001,26.924,6069095,6269097,12338192,18.5,0.441,,18.703,71.68,322.899863859665,45.87711754978429,Asia
219,Kuwait,KWT,2001,21.649,1169112,822562,1991674,25.4,0.781,,99.908,43.778,17517.7061456004,55.43819189313388,Asia
220,Liberia,LBR,2001,43.041,1467915,1513734,2981648,17.6,0.443,,44.673,70.184,303.858805600124,43.07145214134456,Africa
221,Libya,LBY,2001,22.611,2757499,2518416,5275916,21.6,0.716,,76.502,23.488,6465.62220261983,52.04020065783409,Africa
222,Sri Lanka,LKA,2001,18.806,9400695,9519579,18920275,26.7,0.69,,18.365,31.956,832.427319625871,48.519049607180655,Asia
223,Lesotho,LSO,2001,29.185,977846,1021628,1999473,18.6,0.448,,20.067,53.596,412.962296184389,45.69997381628821,Africa
224,Lithuania,LTU,2001,9.0,1610286,1860532,3470818,35.5,0.776,,66.919,46.027,3525.79363185461,41.68822907398499,Europe
225,Luxembourg,LUX,2001,12.4,217664,223861,441525,36.2,0.869,,84.843,41.493,48440.1420151355,42.94548591555591,Europe
226,Latvia,LVA,2001,8.4,1066061,1271110,2337170,37.4,0.767,,67.95,43.964,3578.00190041351,39.86505522682061,Europe
227,Morocco,MAR,2001,22.249,14473530,14456567,28930097,21.7,0.532,,53.662,22.218,1500.36340332031,49.64243585631364,Africa
228,Moldova,MDA,2001,11.508,1382129,1536007,2918135,31.6,0.652,,44.189,51.713,507.404076252819,44.89922096354116,Europe
229,Madagascar,MDG,2001,39.813,8395887,8313779,16709665,16.3,0.451,,27.391,79.545,325.460301083713,42.81214011174343,Africa
230,Maldives,MDV,2001,19.464,148364,138959,287324,18.3,0.633,,28.859,35.746,3028.05083041721,48.70735717960991,Asia
231,Mexico,MEX,2001,23.717,48635540,50758748,99394288,22.1,0.712,,75.045,36.956,8009.15833972447,48.70451099384879,North America
232,North Macedonia,MKD,2001,13.3,1021064,1013819,2034882,31.9,0.679,,58.339,28.258,1823.02267682636,44.93236556075957,Europe
233,Mali,MLI,2001,47.331,5847171,5736653,11583824,15.5,0.329,,29.075,59.658,299.412175316254,40.59034428179152,Africa
234,Malta,MLT,2001,10.1,195236,197793,393028,36.1,0.796,,92.641,26.552,10402.2333313615,40.91899557277255,Europe
235,Myanmar,MMR,2001,22.978,22998986,23015840,46014826,23.2,0.42,,27.208,60.441,140.776163930913,49.145712257297575,Asia
236,Mongolia,MNG,2001,19.935,1228209,1244391,2472601,21.1,0.609,,58.222,52.819,512.819469988285,51.782457530447616,Asia
237,Mozambique,MOZ,2001,43.395,8872203,9348513,18220716,16.5,0.316,,29.277,83.617,310.095062515845,42.47026545985096,Africa
238,Mauritania,MRT,2001,37.502,1381929,1379893,2761823,16.7,0.466,,38.616,24.669,632.214141751138,42.96296886787596,Africa
239,Mauritius,MUS,2001,16.5,597137,599151,1196287,28.2,0.69,,42.559,31.882,3856.63078754099,49.34691832303324,Africa
240,Malawi,MWI,2001,45.192,5587759,5911060,11498818,16.0,0.38,,14.698,73.648,217.240473296394,42.27202416081241,Africa
241,Malaysia,MYS,2001,21.523,11961265,11581251,23542517,22.9,0.722,,62.922,42.078,3941.12266621369,48.14238548149936,Asia
242,Namibia,NAM,2001,30.387,898800,957602,1856402,17.9,0.543,,32.898,36.912,1916.2558622279,45.148482799491454,Africa
243,Niger,NER,2001,52.219,6064010,5967421,12031430,15.2,0.268,,16.26,68.158,203.52648886842,40.28528742025137,Africa
244,Nicaragua,NIC,2001,27.002,2561907,2630858,5192764,18.3,0.571,,55.335,33.746,1025.10850978461,46.85021898753547,North America
245,Netherlands,NLD,2001,12.6,7938421,8107759,16046180,36.8,0.895,,77.83,53.752,26896.5481111196,41.74913989171219,Europe
246,Norway,NOR,2001,12.6,2236622,2277129,4513751,36.0,0.911,,76.378,59.388,38601.897639231,40.23678863618299,Europe
247,Nepal,NPL,2001,29.522,12576001,12380071,24956071,18.5,0.469,,13.947,19.203,240.705159164552,43.26122200753132,Asia
248,New Zealand,NZL,2001,14.36,1903542,1976957,3880500,33.6,0.894,,86.1,55.132,13882.8568268586,43.51567497189747,Oceania
249,Oman,OMN,2001,24.033,1356102,1018552,2374653,19.9,0.716,,71.549,21.814,8191.51283162468,47.3052663512842,Asia
250,Pakistan,PAK,2001,35.342,82212668,77005059,159217727,17.4,0.448,,33.18,16.109,610.143231600736,43.27140116859076,Asia
251,Panama,PAN,2001,23.259,1537633,1523390,3061024,23.6,0.726,,62.497,41.307,4084.2585357057,48.43154135462967,North America
252,Peru,PER,2001,22.908,13472595,13542313,27014909,21.8,0.684,,73.448,55.639,1925.97942030475,47.70984469196655,South America
253,Philippines,PHL,2001,28.84,40249236,39376849,79626086,20.2,0.638,,46.05,45.192,991.147982051369,46.34338381997776,Asia
254,Papua New Guinea,PNG,2001,33.91,2974119,2724370,5698489,18.6,0.451,,13.182,67.883,540.673889592354,47.62720415596928,Oceania
255,Poland,POL,2001,9.6,18585200,19662876,38248076,34.6,0.799,,61.761,40.079,4991.24435799511,43.26383743299904,Europe
256,Portugal,PRT,2001,10.9,4999948,5362775,10362722,37.1,0.797,,55.044,50.796,11734.7649743954,42.26103205739376,Europe
257,Paraguay,PRY,2001,26.342,2632691,2578849,5211541,19.3,0.655,,55.966,48.14,1630.1908460827,45.52124891351745,South America
258,Qatar,QAT,2001,19.207,456796,222035,678831,29.0,0.803,,96.506,43.927,25836.2707926738,54.19247909671696,Asia
259,Romania,ROU,2001,10.0,10711158,11420812,22131970,33.8,0.722,,52.852,53.677,1825.19299373184,43.03222707191038,Europe
260,Rwanda,RWA,2001,40.765,3949825,4274117,8223941,15.7,0.35,,15.829,46.75,239.145676416436,44.67148941775453,Africa
261,Saudi Arabia,SAU,2001,26.852,12623833,9462097,22085929,21.7,0.744,,80.077,14.489,8337.32272366096,48.27065818496688,Asia
262,Sudan,SDN,2001,37.9,13550233,13397021,26947253,16.2,0.431,,32.548,23.138,471.372772216797,43.89890647700362,Africa
263,Senegal,SEN,2001,38.895,4899113,5038914,9938027,16.5,0.394,,40.464,30.681,654.840727365959,43.38479051390927,Africa
264,Singapore,SGP,2001,11.8,2110833,2027180,4138012,34.0,0.833,,100.0,50.635,21699.7414868907,51.055120551596815,Asia
265,Solomon Islands,SLB,2001,34.989,227319,213076,440395,17.4,0.49,,16.201,81.575,929.866490264359,44.830717678199306,Oceania
266,Sierra Leone,SLE,2001,44.706,2412807,2444289,4857096,16.8,0.331,,35.867,63.058,221.2950856188,41.87334230935864,Africa
267,El Salvador,SLV,2001,25.995,2881789,3106305,5988095,20.5,0.619,,59.464,42.756,2051.15877420114,46.17517497876496,North America
268,Serbia,SRB,2001,10.5,3620295,3883138,7503433,38.8,0.7,,52.992,39.491,1727.2822281985,39.45521436459371,Europe
269,Sao Tome and Principe,STP,2001,39.941,72901,73356,146258,16.9,0.507,,54.377,27.756,519.295582995766,44.76563085752457,Africa
270,Slovenia,SVN,2001,8.8,969849,1022211,1992060,37.2,0.837,,50.78,48.072,10479.7596309273,42.98645580775378,Europe
271,Sweden,SWE,2001,10.3,4400543,4495417,8895960,38.5,0.907,,84.071,56.006,27247.857734793,37.73547869124078,Europe
272,Eswatini,SWZ,2001,31.806,501668,539728,1041396,16.4,0.463,,22.555,32.963,1481.16308195353,45.18090593780575,Africa
273,Chad,TCD,2001,51.08,4253942,4284862,8538804,14.5,0.301,,21.67,59.268,200.361008052321,40.10137315974238,Africa
274,Togo,TGO,2001,38.562,2564478,2580948,5145426,17.3,0.449,,33.356,52.969,288.107877992222,43.95705687269616,Africa
275,Thailand,THA,2001,13.176,31347349,32302543,63649892,30.5,0.664,,32.548,63.559,1889.97141079834,50.61753728464138,Asia
276,Tajikistan,TJK,2001,30.99,3150466,3258343,6408810,17.4,0.569,,26.503,27.081,168.638593302984,46.24948229061791,Asia
277,Tonga,TON,2001,28.257,52427,50782,103210,19.5,0.688,,23.041,41.603,1754.84187972624,44.22980357406585,Oceania
278,Trinidad and Tobago,TTO,2001,15.147,662692,675875,1338567,26.7,0.721,,55.718,40.106,6592.77664795341,51.28374329572775,North America
279,Tunisia,TUN,2001,16.686,5007338,4987785,9995123,23.8,0.665,,63.818,20.016,2207.65992062952,51.2569054944324,Africa
280,Tanzania,TZA,2001,42.12,17511199,17903270,35414469,16.4,0.406,,22.674,81.877,394.353240966797,42.93597641838681,Africa
281,Uganda,UGA,2001,48.251,12118958,12644368,24763325,13.8,0.404,,15.201,61.006,235.852974853568,40.3629560751062,Africa
282,Ukraine,UKR,2001,7.7,22518464,26143936,48662400,37.1,0.715,,67.183,47.285,807.801940917969,41.23121114830512,Europe
283,Uruguay,URY,2001,15.52,1597570,1703369,3300939,31.1,0.76,,92.303,41.104,6331.15660187559,41.24009536395226,South America
284,United States,USA,2001,14.1,140343133,144625822,284968955,34.4,0.892,,79.234,55.953,37133.623113437,42.96662570413272,North America
285,Uzbekistan,UZB,2001,20.5,12480030,12484420,24964450,20.5,0.614,,46.606,41.212,456.706289511583,47.27771687384295,Asia
286,Samoa,WSM,2001,30.478,96420,89110,185530,18.4,0.69,,22.068,39.088,1435.3451812614,42.67815060038154,Oceania
287,South Africa,ZAF,2001,20.392,22447806,24781908,47229714,21.2,0.629,,57.368,40.169,2867.47249671099,48.034621628702354,Africa
288,Zambia,ZMB,2001,45.227,4915581,5276383,10191964,14.7,0.425,,35.002,45.698,401.732315892622,42.989837924957314,Africa
289,Zimbabwe,ZWE,2001,35.961,5653006,6257972,11910978,16.9,0.441,,34.17,57.921,569.003208636604,47.60894583740544,Africa
290,Afghanistan,AFG,2002,48.201,10562202,10438055,21000256,14.0,0.362,,22.261,13.884,182.174036617438,39.34424753195147,Asia
291,Angola,AGO,2002,47.448,8603948,8912191,17516139,15.7,0.403,,52.461,73.173,872.657637979076,41.89022093444814,Africa
292,Albania,ALB,2002,15.209,1512520,1538490,3051010,27.3,0.689,,43.501,40.0,1425.12421860142,45.816088057094646,Europe
293,United Arab Emirates,ARE,2002,16.401,2490318,1143337,3633655,26.6,0.804,,81.067,33.379,30221.9669995136,59.72600379415699,Asia
294,Argentina,ARG,2002,18.756,18683681,19201347,37885028,27.1,0.785,,89.51,38.342,2579.48876933284,42.78434216099527,South America
295,Armenia,ARM,2002,12.19,1460849,1644189,3105037,29.4,0.676,,64.236,48.114,765.31617768154,46.9562197533252,Asia
296,Australia,AUS,2002,12.8,9673988,9821222,19495210,34.9,0.902,,84.222,51.817,20301.8431713256,43.15786753987631,Oceania
297,Austria,AUT,2002,9.7,3918661,4163296,8081957,37.9,0.879,,59.655,48.275,26527.5930910347,41.53211050397079,Europe
298,Azerbaijan,AZE,2002,13.5,3939827,4232123,8171950,25.2,0.642,,51.787,61.603,763.108895463487,51.50113324189284,Asia
299,Burundi,BDI,2002,43.807,3274704,3374234,6648938,15.1,0.311,,8.682,81.033,124.139301558193,41.51683019020016,Africa
300,Belgium,BEL,2002,10.9,5053895,5278890,10332785,38.4,0.892,,97.241,39.25,25006.191397109,39.811952695481125,Europe
301,Benin,BEN,2002,41.251,3688186,3743597,7431783,16.3,0.436,,39.036,65.014,564.379057652491,42.08286280776713,Africa
302,Burkina Faso,BFA,2002,44.463,6235842,6396427,12632269,15.6,0.303,,19.258,64.264,286.753714867893,41.74704551876807,Africa
303,Bangladesh,BGD,2002,27.968,68254669,65885157,134139826,20.2,0.499,,24.756,27.262,407.96296761642,48.339704950539854,Asia
304,Bulgaria,BGR,2002,8.5,3774971,4062190,7837161,39.2,0.74,,69.524,38.065,2092.98288625558,40.06929174699537,Europe
305,Bahrain,BHR,2002,20.471,442442,305882,748324,26.1,0.804,,88.373,35.391,12819.9959353139,54.285149175172144,Asia
306,Bosnia and Herzegovina,BIH,2002,9.902,2048780,2149630,4198410,33.6,0.675,,43.014,20.524,1602.5640389208,45.29212003926256,Europe
307,Belarus,BLR,2002,8.9,4591597,5273950,9865548,36.2,0.721,,70.939,49.582,1479.38066337175,42.95699938835797,Europe
308,Belize,BLZ,2002,29.185,129160,126827,255987,19.0,0.652,,45.364,33.889,4844.22857447243,47.39763615003112,North America
309,Bolivia,BOL,2002,28.572,4495206,4405377,8900583,19.9,0.63,,62.783,58.028,888.198576030752,44.23981826756052,South America
310,Brazil,BRA,2002,18.574,89303580,91173105,180476685,25.0,0.692,,81.88,46.057,2824.71541300038,49.19218008424742,South America
311,Barbados,BRB,2002,13.77,127609,138845,266455,33.1,0.76,,33.431,55.16,11658.629036798,45.42747154210975,North America
312,Botswana,BWA,2002,28.477,873216,921914,1795130,18.9,0.583,,54.57,37.69,3029.78836233973,49.57807909518719,Africa
313,Central African Republic,CAF,2002,42.635,1974502,1956147,3930648,15.9,0.333,,37.802,59.482,253.410670425052,43.44321859329047,Africa
314,Canada,CAN,2002,10.5,15538106,15821972,31360079,36.6,0.894,,79.888,56.575,24255.3385818322,43.19782402811017,North America
315,Switzerland,CHE,2002,9.9,3561139,3723614,7284753,38.2,0.89,,73.401,57.455,42458.7384679187,41.31487346898391,Europe
316,Chile,CHL,2002,15.367,7794228,7899562,15693790,28.7,0.775,,86.606,32.162,4477.18785325931,46.65056746184155,South America
317,China,CHN,2002,12.86,654865007,625534993,1280400000,30.1,0.604,,38.425,66.699,1148.51425712598,50.393033291234325,Asia
318,Ivory Coast,CIV,2002,43.53,8909248,8774649,17683897,16.1,0.454,,43.983,47.171,1020.95049150423,44.0528162437039,Africa
319,Cameroon,CMR,2002,40.954,7900648,8013386,15914033,16.2,0.461,,46.738,73.158,780.270553202226,42.491241685552254,Africa
320,Colombia,COL,2002,21.021,20066543,20387506,40454050,23.6,0.67,,74.797,42.844,2421.1621037421,48.74147921771306,South America
321,Comoros,COM,2002,35.017,277671,281375,559047,15.5,0.474,,27.992,30.766,761.947888181814,41.52884668352428,Africa
322,Costa Rica,CRI,2002,18.12,2074083,2048540,4122623,25.1,0.722,,61.753,38.786,4021.42536130228,48.24379802200593,North America
323,Cuba,CUB,2002,12.262,5595307,5574743,11170051,33.2,0.706,,75.785,34.972,3007.19307369322,47.759156990810446,North America
324,Cyprus,CYP,2002,11.786,494964,487231,982194,31.0,0.816,,68.694,49.835,16093.21484375,46.710492558971005,Asia
325,Czechia,CZE,2002,9.1,4971013,5225903,10196916,37.0,0.825,,73.809,46.386,8060.86870292424,41.42150650099122,Europe
326,Germany,DEU,2002,8.7,40120267,42368228,82488495,39.9,0.901,,75.374,45.342,25197.2656001848,39.61968068334418,Europe
327,Djibouti,DJI,2002,32.788,392572,396557,789129,19.5,0.378,,76.624,9.865,749.081632535869,46.97174299248661,Africa
328,Denmark,DNK,2002,11.9,2659320,2716612,5375931,37.7,0.896,,85.25,57.638,33228.6935448819,39.24925575131361,Europe
329,Dominican Republic,DOM,2002,23.868,4464921,4330181,8795101,21.8,0.657,,63.371,35.683,3085.51781113784,47.70386592429581,North America
330,Algeria,DZA,2002,19.421,16126874,15497822,31624696,21.7,0.664,,61.501,9.227,1794.811114232,51.56487961872581,Africa
331,Ecuador,ECU,2002,24.46,6544813,6525796,13070609,21.6,0.698,,61.118,45.323,2184.209243808,46.582581387970265,South America
332,Spain,ESP,2002,10.1,20315259,21116299,41431558,37.1,0.834,,76.533,35.082,17106.686576658,44.4275968075941,Europe
333,Estonia,EST,2002,9.4,642160,737190,1379350,37.6,0.807,,69.116,46.611,5341.62894677002,39.61796504422887,Europe
334,Ethiopia,ETH,2002,43.39,35686336,35386878,71073215,15.1,0.309,,15.118,69.449,110.460874721483,40.71161067105153,Africa
335,Finland,FIN,2002,10.7,2541277,2659321,5200598,39.0,0.904,,82.503,51.144,26997.7529897788,37.74840936780834,Europe
336,Fiji,FJI,2002,24.267,432518,417373,849891,21.7,0.687,,48.692,34.671,2157.07659613693,48.40700236119451,Oceania
337,France,FRA,2002,12.9,29973050,31843184,61816234,37.3,0.848,,76.38,44.265,24288.2700193508,39.88382807905403,Europe
338,Gabon,GAB,2002,33.101,669040,672655,1341696,18.5,0.644,,80.368,30.478,3976.64679620587,43.47158389398436,Africa
339,United Kingdom,GBR,2002,11.3,28964154,30406325,59370479,37.0,0.873,,79.047,52.267,30077.741432188,40.78270518417023,Europe
340,Georgia,GEO,2002,11.798,1847424,2131091,3978515,32.8,0.714,,52.441,49.87,853.526171868939,43.75561549503124,Asia
341,Ghana,GHA,2002,35.344,10312728,10445597,20758326,17.6,0.512,,45.275,65.41,297.046970350611,45.92034108149392,Africa
342,Guinea,GIN,2002,40.547,4206776,4371013,8577790,15.9,0.362,,31.42,60.521,343.934594296268,40.39898760310256,Africa
343,Equatorial Guinea,GNQ,2002,40.285,383968,370147,754115,17.7,0.534,,52.573,45.889,2395.84511947529,42.25680303122405,Africa
344,Greece,GRC,2002,9.5,5429975,5472047,10902022,37.9,0.83,,73.303,34.27,14177.5721592705,43.03605414958509,Europe
345,Guatemala,GTM,2002,33.227,6034184,6113334,12147518,17.0,0.561,,46.005,40.328,1682.99450068936,43.45214776408666,North America
346,Guyana,GUY,2002,24.516,379813,380510,760323,21.4,0.59,,28.518,29.209,955.030210470206,46.93687419515914,South America
347,Honduras,HND,2002,32.052,3548604,3471303,7019908,17.5,0.563,,46.61,40.474,1119.42427348911,45.34208048101823,North America
348,Croatia,HRV,2002,9.0,2063084,2239090,4302174,38.4,0.777,,53.81,36.325,6219.47321325884,39.617985854645696,Europe
349,Haiti,HTI,2002,30.333,4301197,4360349,8661546,18.6,0.476,,38.935,50.336,716.482616031128,44.49664975173428,North America
350,Hungary,HUN,2002,9.5,4828263,5330345,10158608,37.7,0.791,,65.081,39.137,6655.33300865319,39.39197438793073,Europe
351,Indonesia,IDN,2002,21.174,110738346,109376745,220115092,24.3,0.612,,43.568,44.218,888.901389665655,49.75675268083722,Asia
352,India,IND,2002,26.082,568334873,529978166,1098313039,21.9,0.503,,28.244,27.828,468.844428308942,46.69708836646674,Asia
353,Ireland,IRL,2002,15.4,1953068,1978879,3931947,31.9,0.864,,59.649,49.386,32705.4345565698,46.016298699277655,Europe
354,Iraq,IRQ,2002,34.96,13070653,13184691,26255343,17.2,0.598,,68.604,9.554,1254.16204512828,43.90917253613193,Asia
355,Iceland,ISL,2002,14.1,143855,143668,287523,32.4,0.886,,92.662,70.177,32409.2161491753,43.814735875887926,Europe
356,Israel,ISR,2002,21.2,3240065,3329934,6570000,27.1,0.854,,91.33,46.495,19035.1024144493,43.19150778658785,Asia
357,Italy,ITA,2002,9.4,27608392,29450615,57059007,39.9,0.853,,67.382,32.155,22376.2978989329,40.043021563129805,Europe
