,Country Name,Country Code,Year,Birth Rate,Population_male,Population_female,Population_total,Median_age,Human Development Index,PM2.5_pollution,Urban population rate,Female_employment_rate,GDP per Capita,female_population_rate_15to44,Continent Name
1611,Saudi Arabia,SAU,2010,21.894,16865108,12546820,29411929,25.3,0.816,62.92279434,82.084,15.836,17958.9478313331,53.927630510056254,Asia
1612,Sudan,SDN,2010,37.497,16888820,16851113,33739933,17.5,0.486,52.82073801,33.089,20.82,1706.41491699219,44.30959545520821,Africa
1613,Senegal,SEN,2010,37.74,6159215,6370907,12530121,17.1,0.468,56.68739592,43.773,29.108,1286.60496647046,44.25049245346797,Africa
1614,Singapore,SGP,2010,9.3,2638441,2438290,5076732,36.8,0.91,15.07604341,100.0,55.336,47236.683084953,48.02300961247286,Asia
1615,Solomon Islands,SLB,2010,33.641,277024,263369,540394,18.2,0.55,12.10848854,20.048,81.318,1661.99788468931,45.90194745774939,Oceania
1616,Sierra Leone,SLE,2010,38.887,3215628,3221070,6436698,17.1,0.427,46.33948449,38.856,58.31,400.540743708337,42.8280043588,Africa
1617,El Salvador,SLV,2010,19.428,2922675,3191359,6114034,22.7,0.659,24.2580053,65.452,43.997,3017.3073947577,47.16785231620764,North America
1618,Serbia,SRB,2010,9.4,3505105,3786331,7291436,40.8,0.767,31.39235052,54.993,33.238,5735.42285659849,38.09151373345078,Europe
1619,Sao Tome and Principe,STP,2010,36.873,90858,91281,182138,17.7,0.554,30.47158597,64.952,29.241,1043.28142666295,44.12607292904833,Africa
1620,Suriname,SUR,2010,20.361,274293,271788,546080,25.7,0.723,22.73742598,66.344,35.476,7999.50739437676,45.63197350871546,South America
1621,Slovenia,SVN,2010,10.9,1012012,1036572,2048583,40.3,0.89,19.19737442,52.658,49.522,23532.4808545468,39.40523124452436,Europe
1622,Sweden,SWE,2010,12.3,4670485,4707641,9378126,39.7,0.91,7.400644792,85.056,53.932,52869.0442891587,38.41011158415526,Europe
1623,Eswatini,SWZ,2010,30.083,533566,566355,1099920,18.4,0.503,23.88204643,22.48,33.003,4035.53448063299,47.95812516718768,Africa
1624,Chad,TCD,2010,48.764,5958154,5936573,11894727,14.6,0.362,57.53023063,21.985,53.422,896.876704620394,40.85232682663274,Africa
1625,Togo,TGO,2010,37.351,3289956,3281899,6571855,17.9,0.477,43.37426449,37.533,54.145,722.229399952606,44.44808562845999,Africa
1626,Thailand,THA,2010,11.926,33511372,34759118,68270489,34.5,0.737,35.4185359,43.856,63.285,4996.37209760091,45.813076238198505,Asia
1627,Tajikistan,TJK,2010,31.045,3804994,3816785,7621779,19.8,0.636,34.51170734,26.52,26.556,740.276191244616,48.48035080829147,Asia
1628,Turkmenistan,TKM,2010,25.273,2601133,2666836,5267970,23.1,0.711,26.09846929,48.491,48.911,4286.88050515414,49.63669501298638,Asia
1629,Tonga,TON,2010,27.266,54070,53313,107383,20.1,0.713,10.89494195,23.389,42.403,3416.11069898939,44.06763765275208,Oceania
1630,Trinidad and Tobago,TTO,2010,14.842,696056,714240,1410296,30.3,0.79,20.12399348,54.025,47.454,15711.5587055513,48.30949799122285,North America
1631,Tunisia,TUN,2010,18.211,5422169,5472893,10895063,27.8,0.72,34.11834281,66.657,20.185,4241.01190951928,50.960250821640415,Africa
1632,Tanzania,TZA,2010,39.729,22176064,22934464,45110527,16.4,0.493,26.43302182,28.114,80.93,730.782348632813,42.71190603608406,Africa
1633,Uganda,UGA,2010,43.068,15916868,16424860,32341728,14.0,0.502,38.79164944,19.383,62.602,824.73767112214,41.17400570921134,Africa
1634,Ukraine,UKR,2010,10.8,21150737,24720003,45870741,38.3,0.764,18.77805621,68.596,48.296,3078.41479492188,40.17450213635177,Europe
1635,Uruguay,URY,2010,14.264,1617051,1735600,3352651,33.0,0.787,9.418435717,94.414,49.752,12512.5941268441,40.36462894676193,South America
1636,United States,USA,2010,13.0,152358841,156968302,309327143,36.1,0.911,9.221851825,80.772,52.643,48650.6431283336,40.00328047664651,North America
1637,Uzbekistan,UZB,2010,22.0,14268347,14294052,28562400,23.5,0.673,32.29140696,50.956,40.673,1742.34925645077,50.43622413270621,Asia
1638,Vanuatu,VUT,2010,33.056,124029,121424,245453,19.2,0.591,13.16791653,24.462,59.391,2732.55156662187,46.77123138753463,Oceania
1639,Samoa,WSM,2010,30.195,100075,94597,194672,19.1,0.713,11.10471801,20.078,38.379,3494.39522455198,42.23812594479736,Oceania
1640,South Africa,ZAF,2010,22.274,24927507,26857414,51784921,23.6,0.675,29.39830185,62.218,35.305,8059.56279824609,49.9081715404884,Africa
1641,Zambia,ZMB,2010,41.794,6765898,7026189,13792086,15.5,0.529,27.02852733,39.355,44.821,1469.36145002684,44.169004290163855,Africa
1642,Zimbabwe,ZWE,2010,37.056,6034165,6805605,12839771,17.1,0.512,24.59143017,33.196,57.38,937.840339987372,46.68752839111828,Africa
1643,Afghanistan,AFG,2011,39.855,14780282,14468875,29249157,14.7,0.456,56.24722763,23.948,14.134,608.738855868402,40.789062729479625,Asia
1644,Angola,AGO,2011,44.364,11955662,12303450,24259111,16.0,0.526,28.8143365,60.528,69.095,4608.15516572683,41.98552844933735,Africa
1645,Albania,ALB,2011,12.035,1456171,1449024,2905195,32.8,0.766,23.414815,53.247,45.255,4437.14116097061,43.68473129086073,Europe
1646,United Arab Emirates,ARE,2011,13.292,6210600,2364604,8575205,26.9,0.84,45.90353609,84.423,41.377,42078.6138125427,71.72429892609956,Asia
1647,Argentina,ARG,2011,17.806,20395723,20865767,41261490,29.1,0.841,14.18995612,90.99,43.862,12848.7391514568,43.56508582303389,South America
1648,Armenia,ARM,2011,14.046,1347572,1581404,2928976,31.4,0.75,39.93109313,63.34,49.787,3462.68177840431,45.432413222680616,Asia
1649,Australia,AUS,2011,13.6,11119039,11220985,22340024,36.2,0.926,6.707494797,85.3,55.724,62609.6607161044,41.6434829991534,Oceania
1650,Austria,AUT,2011,9.3,4088543,4303100,8391643,41.2,0.905,16.0961842,57.115,52.013,51442.2762464407,38.78918094830837,Europe
1651,Azerbaijan,AZE,2011,19.2,4499932,4673150,9173082,27.5,0.729,27.00590351,53.637,54.465,7189.81869211976,50.53834289175554,Asia
1652,Burundi,BDI,2011,45.583,4681456,4774277,9455733,16.3,0.41,35.29849847,10.915,79.89,236.451347486235,44.25810442083688,Africa
1653,Belgium,BEL,2011,11.7,5414163,5624101,11038264,40.1,0.914,16.14879057,97.698,43.658,47410.5669277464,37.59371435844736,Europe
1654,Benin,BEN,2011,39.202,4849408,4876973,9726380,16.9,0.499,41.77270482,43.608,67.583,1099.4143107361,43.1447129192637,Africa
1655,Burkina Faso,BFA,2011,42.805,8241604,8361047,16602651,15.9,0.384,51.23693236,25.196,56.156,727.612474511645,42.33349603225529,Africa
1656,Bangladesh,BGD,2011,20.569,75035683,75175322,150211005,22.6,0.561,60.5358739,31.225,29.478,856.381886818701,49.244181160646136,Asia
1657,Bulgaria,BGR,2011,9.6,3555965,3792364,7348328,41.3,0.794,25.5775453,72.638,42.447,7857.16706984441,37.385315179760056,Europe
1658,Bahrain,BHR,2011,15.759,753809,458268,1212077,29.1,0.809,65.33843793,88.695,40.932,23741.5574626702,54.89091535957124,Asia
1659,Bosnia and Herzegovina,BIH,2011,8.878,1826158,1916984,3743142,37.9,0.732,38.14529617,45.878,23.843,4980.90468838995,40.85879172700452,Europe
1660,Belarus,BLR,2011,11.5,4379214,5082430,9461643,38.3,0.797,19.55318145,75.188,54.721,6527.6593428786,39.90266226025158,Europe
1661,Belize,BLZ,2011,22.53,165130,164408,329538,21.3,0.709,21.04575637,45.228,39.743,5519.3390084833,48.83734368157272,North America
1662,Bolivia,BOL,2011,25.338,5236810,5159435,10396246,21.5,0.668,27.93127669,66.874,60.204,2304.98246161085,46.80745081583549,South America
1663,Brazil,BRA,2011,15.309,97676016,100509285,198185302,28.6,0.728,14.6948008,84.631,46.72,13200.5562348789,48.219711003716185,South America
1664,Barbados,BRB,2011,11.846,131499,143988,275486,35.9,0.784,19.16245671,31.7,55.101,16902.4923226589,41.240385450125885,North America
1665,Bhutan,BTN,2011,18.994,379579,333752,713331,23.3,0.591,38.04491799,35.585,59.328,2491.27343861368,50.86471391931726,Asia
1666,Botswana,BWA,2011,27.596,1049169,1084868,2134037,21.3,0.669,26.54697541,63.865,41.764,7080.77864262565,50.541379477217305,Africa
1667,Central African Republic,CAF,2011,43.223,2373193,2358829,4732022,15.5,0.381,46.92326876,39.135,59.045,515.209503489402,41.81793169407363,Africa
1668,Canada,CAN,2011,11.0,17020916,17318413,34339328,38.9,0.915,7.340076929,81.096,57.804,52223.696112356,39.99676380368143,North America
1669,Switzerland,CHE,2011,10.2,3900073,4012325,7912398,40.7,0.943,13.81779708,73.631,57.626,90476.7589651577,39.3709054750378,Europe
1670,Chile,CHL,2011,14.109,8521805,8651769,17173573,32.0,0.817,22.4347061,87.132,43.327,14637.7561666254,45.58114332347196,South America
1671,China,CHN,2011,13.27,688484213,656550787,1345035000,34.5,0.7,58.40555752,50.511,61.156,5614.3860223103,47.971065539598,Asia
1672,Ivory Coast,CIV,2011,38.435,10944299,10618615,21562914,16.8,0.472,56.51620975,47.751,49.21,1701.7046408106,45.05924053846758,Africa
1673,Cameroon,CMR,2011,39.368,10176648,10272225,20448873,16.8,0.521,58.86976922,52.164,66.369,1497.92658476665,44.00071279594796,Africa
1674,Colombia,COL,2011,16.609,22405198,22903701,45308899,26.8,0.733,25.94720366,78.335,48.722,7392.94359956308,47.87107332566034,South America
1675,Comoros,COM,2011,33.841,335285,334786,670071,17.7,0.527,17.91529648,28.04,29.78,1526.83263817748,43.76697915530993,Africa
1676,Costa Rica,CRI,2011,15.772,2349468,2330459,4679926,28.5,0.782,19.56315996,72.868,40.771,9137.4551007756,47.4864822766674,North America
1677,Cuba,CUB,2011,11.76,5639643,5659068,11298710,37.8,0.777,18.92277826,76.689,40.171,6106.0067919258,42.96255522663408,North America
1678,Cyprus,CYP,2011,11.507,574033,571053,1145086,33.2,0.861,18.49284254,67.406,52.802,32395.75390625,47.97978471350297,Asia
1679,Czechia,CZE,2011,10.4,5152709,5343378,10496088,38.9,0.872,20.7873617,73.185,45.565,21871.2660754128,40.37634135434717,Europe
1680,Germany,DEU,2011,8.3,39357575,40917407,80274983,43.6,0.931,15.57511307,77.16,50.978,46705.8957963353,35.78276988188436,Europe
1681,Djibouti,DJI,2011,25.521,466253,470557,936811,21.1,0.47,45.33865903,77.064,11.175,1322.72625083956,47.82141164619799,Africa
1682,Denmark,DNK,2011,10.6,2762387,2808185,5570572,39.7,0.926,13.56725749,86.957,54.124,61753.647131977,37.56670837292581,Europe
1683,Dominican Republic,DOM,2011,21.792,5005175,4898563,9903737,24.2,0.713,16.21392774,74.827,39.823,5859.381524313,47.73335034512678,North America
1684,Algeria,DZA,2011,24.815,18632179,17911362,36543541,25.4,0.727,31.47118632,68.236,12.303,5473.28182611668,51.95627914961803,Africa
1685,Ecuador,ECU,2011,21.702,7622056,7615672,15237728,24.1,0.743,19.5062242,62.851,45.025,5202.65645902066,47.0528602072148,South America
1686,Spain,ESP,2011,10.1,23074622,23668076,46742697,39.5,0.872,12.44203689,78.673,40.94,31677.9003083652,40.70898723981625,Europe
1687,Estonia,EST,2011,11.1,618917,708523,1327439,39.5,0.871,7.749831914,67.965,49.174,17487.8047830922,37.17099436499452,Europe
1688,Ethiopia,ETH,2011,35.846,46215601,45602329,91817929,16.3,0.422,34.91967839,17.735,72.035,348.001348291465,42.87475975185392,Africa
1689,Finland,FIN,2011,11.1,2645524,2742748,5388272,41.2,0.915,7.018955644,84.313,51.826,51148.9316365833,35.7408628159029,Europe
1690,Fiji,FJI,2011,22.126,461408,446947,908355,24.3,0.719,10.98057046,52.683,43.513,4160.72119311815,47.38833395048399,Oceania
1691,France,FRA,2011,12.7,31623120,33722113,65345233,39.4,0.881,14.99131566,78.622,46.652,43846.4660764798,36.90627705303659,Europe
1692,Gabon,GAB,2011,33.223,899015,873485,1772500,20.3,0.668,36.03479593,86.092,28.172,10273.798444898,46.473291741295945,Africa
1693,United Kingdom,GBR,2011,12.8,31069406,32189405,63258810,38.6,0.908,12.99522944,81.57,52.076,42109.6418795749,39.52999160073798,Europe
1694,Georgia,GEO,2011,14.937,1767150,1989292,3756441,35.0,0.766,19.82880145,55.919,46.38,4021.75522955035,41.190134252843805,Asia
1695,Ghana,GHA,2011,32.957,13060897,13145044,26205941,19.3,0.585,53.47816985,51.394,64.075,1501.05917129856,46.11857518316408,Africa
1696,Guinea,GIN,2011,38.902,5163256,5364456,10527712,16.4,0.42,51.94689259,33.966,49.852,644.502548659895,42.1822641475669,Africa
1697,Guinea-Bissau,GNB,2011,38.303,789578,819438,1609017,17.0,0.452,53.95598891,40.508,47.306,683.534475990489,44.27287709815929,Africa
1698,Equatorial Guinea,GNQ,2011,38.06,597134,547455,1144588,19.7,0.585,41.37893343,67.488,46.037,18659.4160247571,43.87204781401928,Africa
1699,Greece,GRC,2011,9.6,5476950,5627949,11104899,40.9,0.865,19.73341964,76.649,34.38,25483.8825644931,38.86980168563668,Europe
1700,Guatemala,GTM,2011,27.198,7196825,7324691,14521515,19.0,0.611,32.544288,48.701,38.681,3228.03827784076,46.27772291301044,North America
1701,Guyana,GUY,2011,21.621,369890,374340,744230,23.2,0.665,20.95555676,26.4,33.011,4960.00472639074,47.21002297376715,South America
1702,Honduras,HND,2011,24.717,4361400,4261105,8622504,19.9,0.6,28.6901789,52.543,37.075,2053.95969493403,48.29934351527867,North America
1703,Croatia,HRV,2011,9.6,2062281,2218341,4280622,41.1,0.826,23.24147685,55.322,38.491,14655.8743881973,36.89258633804657,Europe
1704,Haiti,HTI,2011,27.203,4947739,5006574,9954312,20.6,0.512,17.73545429,48.492,50.54,1306.84531878112,47.28602306547582,North America
1705,Hungary,HUN,2011,8.8,4740061,5231665,9971727,39.4,0.83,20.74074009,69.358,38.858,14234.471576937,39.28863224663267,Europe
1706,Indonesia,IDN,2011,20.345,124451334,122648363,247099697,27.0,0.671,18.94685133,50.595,48.1,3613.8008884858,48.1682649934757,Asia
1707,India,IND,2011,20.945,650244390,607376801,1257621191,24.3,0.588,79.99719051,31.276,25.588,1449.60330101563,47.56679169539666,Asia
1708,Ireland,IRL,2011,16.2,2271361,2308722,4580084,33.7,0.902,10.06939194,61.742,48.096,52219.7057327581,44.09723215028208,Europe
1709,Iraq,IRQ,2011,35.09,16119318,16258743,32378061,18.1,0.649,53.98373198,69.268,10.609,5736.89895897239,45.41808814550078,Asia
1710,Iceland,ISL,2011,14.1,160180,158835,319014,34.2,0.912,6.809186658,93.587,65.802,47714.5922308485,41.62171682701834,Europe
1711,Israel,ISR,2011,21.4,3846087,3919714,7765800,28.5,0.897,24.70951301,91.892,53.148,34354.7161182231,41.93765997496837,Asia
1712,Italy,ITA,2011,9.2,28735593,30643856,59379449,42.8,0.885,21.4270346,68.444,34.748,38649.6394836789,36.50928725807922,Europe
1713,Jamaica,JAM,2011,15.264,1361767,1384402,2746169,25.9,0.709,14.11539401,53.93,47.296,5259.93175297891,50.12583050298978,North America
1714,Jordan,JOR,2011,27.84,3654198,3455782,7109980,20.6,0.721,33.72917392,87.172,11.415,4152.49398098582,47.291944341396565,Asia
1715,Japan,JPN,2011,8.3,62263573,65569426,127833000,44.5,0.899,12.67886893,91.069,46.13,48760.0789494211,34.69709044976875,Asia
1716,Kazakhstan,KAZ,2011,22.51,7888949,8668254,16557202,28.1,0.775,22.31865641,56.9,62.415,11633.9985836418,46.03251223504147,Asia
1717,Kenya,KEN,2011,34.24,21195954,21439190,42635144,17.2,0.55,28.78168174,23.969,68.95,1099.31546497439,46.06094367513289,Africa
1718,Cambodia,KHM,2011,23.369,7209608,7364277,14573885,22.5,0.548,24.76841347,20.663,62.139,880.310304428913,47.87277827816639,Asia
1719,Kuwait,KWT,2011,20.949,1788572,1355253,3143825,29.3,0.82,67.97715751,100.0,46.392,49010.3105001299,59.12861256481728,Asia
1720,Lebanon,LBN,2011,17.866,2503286,2541771,5045056,27.5,0.771,30.2100053,87.484,20.854,7914.1095681645,48.00557328051449,Asia
1721,Liberia,LBR,2011,37.395,2070140,2111010,4181150,17.5,0.464,51.31718502,48.193,70.224,573.526422156584,43.453252234712295,Africa
1722,Libya,LBY,2011,23.885,3148271,3039860,6188132,24.5,0.69,40.00846258,78.277,25.271,7784.13321371462,51.81951606002972,Africa
1723,Sri Lanka,LKA,2011,17.512,10131202,10728540,20859743,29.5,0.744,21.56928542,18.211,31.588,3248.0402104632,44.94791462771263,Asia
1724,Lesotho,LSO,2011,29.093,999975,1037702,2037677,20.2,0.475,32.67711249,25.31,47.591,1265.85794508512,47.31522151831642,Africa
1725,Lithuania,LTU,2011,10.0,1392784,1635330,3028115,40.4,0.849,12.99478901,66.741,45.899,14376.9478643932,37.58699005162354,Europe
1726,Luxembourg,LUX,2011,10.9,258327,260020,518347,38.0,0.913,12.84812551,88.906,47.118,119025.057203467,41.792236169402464,Europe
1727,Latvia,LVA,2011,9.1,938923,1120785,2059709,40.7,0.831,15.79757359,67.869,45.728,13338.9622350852,36.95161967491034,Europe
1728,Morocco,MAR,2011,21.507,16525679,16378020,32903699,25.2,0.614,31.56370096,58.581,22.574,3302.453125,49.10276544731188,Africa
1729,Moldova,MDA,2011,13.864,1359337,1501362,2860699,33.6,0.736,18.15842605,42.589,37.113,2941.36224066021,43.42565069603056,Europe
1730,Madagascar,MDG,2011,35.063,11219267,11128890,22348158,17.1,0.494,20.09269248,32.58,81.305,516.902539255093,43.81558970321432,Africa
1731,Maldives,MDV,2011,20.527,208805,165635,374440,24.1,0.7,12.28813159,36.849,33.11,7409.33190310175,55.689015002867706,Asia
1732,Mexico,MEX,2011,19.917,55882073,58268408,114150481,25.2,0.752,24.71743397,78.111,41.06,10766.6099388208,48.07811979349084,North America
1733,North Macedonia,MKD,2011,11.1,1028400,1030140,2058539,34.8,0.741,41.05690857,57.092,30.113,5098.09470097215,43.75857306142206,Europe
1734,Mali,MLI,2011,46.234,8102832,7936902,16039734,15.2,0.409,58.97191431,36.799,59.392,810.182556036129,41.26951548601709,Africa
1735,Malta,MLT,2011,10.0,207194,209074,416268,39.4,0.857,16.1746136,94.141,32.669,23155.103527089,39.52228520931457,Europe
1736,Myanmar,MMR,2011,19.104,24855326,24939195,49794522,26.0,0.521,31.16283822,29.075,51.877,1204.49647224228,48.62013388964639,Asia
1737,Montenegro,MNE,2011,11.6,302077,318002,620079,35.5,0.811,27.80248173,64.472,33.717,7328.78943085498,41.06917443141659,Europe
1738,Mongolia,MNG,2011,24.13,1366548,1377389,2743938,24.7,0.709,37.96566722,67.963,52.474,3793.74365523458,52.07648236029099,Asia
1739,Mozambique,MOZ,2011,41.605,11577539,12182882,23760421,16.0,0.407,23.61494743,32.336,77.792,615.278659781153,42.03930974624891,Africa
1740,Mauritania,MRT,2011,36.712,1724301,1799948,3524249,16.9,0.515,65.66767722,47.493,23.955,1919.45227079679,43.271611179878505,Africa
1741,Mauritius,MUS,2011,11.7,621499,630904,1252404,32.1,0.762,15.01177506,41.444,37.194,9197.04299089459,45.00229185411771,Africa
1742,Malawi,MWI,2011,39.89,7334829,7811265,15146094,15.5,0.463,27.1748805,15.672,64.763,769.052599195882,42.34396093334438,Africa
1743,Malaysia,MYS,2011,17.261,15021118,14163015,29184133,25.5,0.773,17.31553828,71.609,43.69,10209.3719445027,49.80023321305527,Asia
1744,Namibia,NAM,2011,30.776,1031720,1100620,2132340,19.5,0.592,27.57145532,42.637,41.278,5873.05938103204,47.92571459722704,Africa
1745,Niger,NER,2011,47.99,8752209,8530903,17283112,14.4,0.346,80.46845613,16.216,68.408,507.602495302453,38.66829806879768,Africa
1746,Nigeria,NGA,2011,41.798,83364643,82099103,165463745,16.7,0.492,64.84236811,44.366,54.656,2504.87910104512,42.207962978596704,Africa
1747,Nicaragua,NIC,2011,23.881,2927885,3014669,5942553,21.2,0.622,23.87684453,57.113,41.95,1644.80148124531,49.65353570384278,North America
1748,Netherlands,NLD,2011,10.8,8265148,8427926,16693074,40.1,0.927,15.49744169,87.879,55.589,54230.3129029852,37.9432698549815,Europe
1749,Norway,NOR,2011,12.2,2479849,2473240,4953088,37.8,0.944,9.050737279,79.455,59.795,101221.813476644,39.76321980953519,Europe
1750,Nepal,NPL,2011,22.372,13250056,14016343,27266399,20.4,0.553,78.11293037,17.108,21.061,791.225576719446,47.19969752452551,Asia
1751,New Zealand,NZL,2011,14.0,2143639,2240361,4384000,36.1,0.922,6.112340412,86.1,57.814,38387.6270784076,40.54701614361994,Oceania
1752,Oman,OMN,2011,22.627,1973564,1233305,3206870,25.3,0.793,44.83063053,76.183,24.277,24166.0963053624,55.34484359309189,Asia
1753,Pakistan,PAK,2011,31.872,102047023,96555715,198602738,19.0,0.508,59.98728468,35.202,22.034,1161.04432084751,45.07455358805019,Asia
1754,Panama,PAN,2011,21.213,1848911,1839763,3688674,26.2,0.779,15.44989787,65.437,43.098,9403.43990821634,46.717932341810425,North America
1755,Peru,PER,2011,20.75,14647747,14829974,29477721,25.4,0.732,29.17575629,76.617,68.534,5826.83230656078,46.84240848972492,South America
1756,Philippines,PHL,2011,24.416,48706658,47631255,96337913,22.1,0.679,20.85443431,45.522,46.921,2431.19996066282,46.44624053632175,Asia
1757,Papua New Guinea,PNG,2011,30.028,4062416,3744221,7806637,19.9,0.504,16.33833033,13.0,47.031,2303.8266113635,48.5589659371068,Oceania
1758,Poland,POL,2011,10.2,18432087,19631168,38063255,37.2,0.847,27.07180922,60.78,43.405,13776.3883624327,41.528322539565366,Europe
1759,Portugal,PRT,2011,9.2,5041558,5516002,10557560,41.0,0.835,10.58600078,61.167,47.491,23217.2954965207,38.160034283860185,Europe
1760,Paraguay,PRY,2011,22.324,2941517,2902421,5843939,22.4,0.696,15.79855879,59.584,50.991,5776.2818479967,47.676629269151526,South America
1761,Qatar,QAT,2011,11.366,1350880,453291,1804171,30.2,0.844,81.22257259,98.602,50.753,92992.9971307452,59.72322415402024,Asia
1762,Romania,ROU,2011,9.7,9755829,10391699,20147528,38.7,0.808,19.50868234,53.96,43.134,9560.15942530942,41.06972559612765,Europe
1763,Rwanda,RWA,2011,33.658,5123057,5453874,10576932,17.7,0.497,37.75459321,16.938,47.444,650.991484187704,44.727835229798536,Africa
1764,Saudi Arabia,SAU,2011,21.634,17276508,12874436,30150945,25.9,0.828,64.95237113,82.302,16.524,22441.571143891,53.98790075200576,Asia
1765,Sudan,SDN,2011,36.91,17226354,17193271,34419624,17.5,0.487,54.42324069,33.207,19.676,1982.81616210938,44.02066657356828,Africa
1766,Senegal,SEN,2011,37.502,6327295,6548585,12875880,17.1,0.482,58.02145733,44.188,29.15,1383.53911649626,44.194745887852136,Africa
1767,Singapore,SGP,2011,9.5,2699466,2484222,5183688,37.1,0.915,16.42814491,100.0,56.137,53891.4570264372,47.61363196368899,Asia
1768,Solomon Islands,SLB,2011,33.633,283714,270007,553721,18.3,0.553,11.69813051,20.508,81.32,1921.35635220457,45.90306917968793,Oceania
1769,Sierra Leone,SLE,2011,38.282,3304869,3307516,6612385,17.2,0.433,51.02064483,39.248,57.275,443.451842171273,42.99580107851331,Africa
1770,El Salvador,SLV,2011,19.372,2933557,3203792,6137349,22.9,0.661,28.62940035,66.325,43.897,3304.97418347889,47.40530908373579,North America
1771,Serbia,SRB,2011,9.1,3475850,3758250,7234099,41.0,0.777,33.88729136,55.215,31.663,6809.15980400146,37.94227888897027,Europe
1772,Sao Tome and Principe,STP,2011,36.628,92829,93216,186044,17.8,0.556,32.12056277,66.064,29.556,1217.21206404444,44.131908685204266,Africa
1773,Suriname,SUR,2011,20.06,277111,275035,552146,25.9,0.728,20.81608138,66.276,36.177,8009.25230244723,45.37804279455343,South America
1774,Slovenia,SVN,2011,10.7,1015297,1037546,2052843,40.5,0.892,20.9420236,52.883,48.049,25128.0150431304,38.76721337229547,Europe
1775,Sweden,SWE,2011,11.8,4710512,4738700,9449213,39.7,0.911,7.469532494,85.297,54.877,60755.7595508465,38.17488274344275,Europe
1776,Eswatini,SWZ,2011,29.665,537868,567504,1105371,18.7,0.517,23.07978384,22.7,33.363,4360.95996745324,47.8935372204753,Africa
1777,Chad,TCD,2011,48.357,6172449,6145281,12317730,14.6,0.372,58.78662177,22.054,52.753,988.194160047305,40.85466555557019,Africa
1778,Togo,TGO,2011,36.632,3380347,3368325,6748672,17.9,0.487,43.41716078,38.032,54.433,803.482396552842,44.3774131059206,Africa
1779,Thailand,THA,2011,11.95,33702397,35010449,68712846,34.9,0.743,29.91406001,44.698,65.468,5396.64358573682,45.26868250104419,Asia
1780,Tajikistan,TJK,2011,31.274,3892015,3892805,7784819,20.0,0.635,46.03697934,26.521,27.206,837.881495181805,48.36288336596409,Asia
1781,Turkmenistan,TKM,2011,25.969,2648113,2712698,5360811,23.4,0.72,32.27881291,48.825,48.277,5453.15500459414,49.406163163020686,Asia
1782,Tonga,TON,2011,26.943,54081,53530,107611,20.1,0.72,10.6046872,23.443,42.328,3852.14446192581,44.13132822716236,Oceania
1783,Trinidad and Tobago,TTO,2011,14.781,700632,719388,1420020,30.7,0.794,19.82404669,53.836,46.489,17910.319154168,47.76268161270414,North America
1784,Tunisia,TUN,2011,18.934,5488657,5543870,11032528,28.2,0.722,31.08552131,66.938,18.109,4361.94912218432,50.49621018384179,Africa
1785,Tanzania,TZA,2011,39.076,22811421,23604611,46416031,16.4,0.499,28.24026641,28.798,79.43,768.933410644531,42.7853269854776,Africa
1786,Uganda,UGA,2011,42.434,16395857,16899880,33295738,14.1,0.506,41.56924447,19.898,62.823,837.095884208132,41.34095800263201,Africa
1787,Ukraine,UKR,2011,11.0,21086669,24619417,45706086,38.5,0.769,18.1284545,68.689,48.104,3704.84228515625,39.92898099548847,Europe
1788,Uruguay,URY,2011,14.223,1621715,1739923,3361637,33.2,0.794,9.677654528,94.612,52.287,14975.5628186737,40.36101022861355,South America
1789,United States,USA,2011,12.7,153539494,158043988,311583481,36.2,0.913,9.26299254,80.944,52.226,50065.9665041742,39.78850218115079,North America
1790,Uzbekistan,UZB,2011,21.2,14660638,14678761,29339400,23.8,0.68,41.43852028,51.15,41.016,2051.12951516418,50.48418410789576,Asia
1791,Vanuatu,VUT,2011,33.279,126894,124400,251294,19.3,0.593,13.22117063,24.561,59.391,3064.75120066071,46.65415331931948,Oceania
1792,Samoa,WSM,2011,30.466,100844,95507,196351,19.2,0.713,10.70804506,19.857,38.329,3789.62699537622,42.25532026280661,Oceania
1793,South Africa,ZAF,2011,22.282,25278908,27164417,52443325,23.9,0.686,29.45389805,62.746,38.256,8737.04126942435,49.63750833236159,Africa
1794,Zambia,ZMB,2011,41.162,7005106,7260708,14265814,15.5,0.534,28.11089482,39.851,46.134,1644.45683054452,44.24774415938498,Africa
1795,Zimbabwe,ZWE,2011,37.205,6114111,6911674,13025785,17.0,0.535,26.25681984,33.015,57.197,1082.61577325282,46.43572599054876,Africa
1796,Afghanistan,AFG,2012,40.009,15399105,15067373,30466479,15.0,0.466,54.70023262,24.16,14.484,653.417479124439,41.557642463619885,Asia
1797,Angola,AGO,2012,43.86,12417550,12770743,25188292,16.0,0.541,29.11115709,61.268,68.752,5083.82685110166,41.94669573832529,Africa
1798,Albania,ALB,2012,12.227,1454486,1445914,2900401,33.3,0.778,21.55597679,54.33,43.211,4247.63134315945,43.368237074952006,Europe
1799,United Arab Emirates,ARE,2012,12.911,6244376,2420594,8664969,27.5,0.846,47.64094019,84.749,42.831,44386.7860789846,70.73990929499116,Asia
1800,Argentina,ARG,2012,17.729,20634269,21099001,41733271,29.3,0.843,13.35883878,91.121,43.804,13082.664325572,43.61038169747114,South America
